@id,rdf:type{URIRef},rdfs:comment{Literal},rdfs:label{Literal}
survol:SendRequestCallsPersec,rdf:Property,"Send Request Calls/sec is the average rate, in incidents per second, at which the stack requested a transmit on an interface.",SendRequestCallsPersec
survol:Sendfailures,rdf:Property,Number of send failures for this PNRP Cloud,Sendfailures
survol:SendsPersec,rdf:Property,Number of sends initiated per second,SendsPersec
survol:SendstoReplicaPersec,rdf:Property,Total sends to the availability replica,SendstoReplicaPersec
survol:SendstoTransportPersec,rdf:Property,Total sends to transport for the availability replica,SendstoTransportPersec
survol:SentAddressMask,rdf:Property,Sent Address Mask is the number of ICMP Address Mask Request messages sent.,SentAddressMask
survol:SentAddressMaskReply,rdf:Property,Sent Address Mask Reply is the number of ICMP Address Mask Reply messages sent.,SentAddressMaskReply
survol:SentBytesPersec,rdf:Property,"The rate, in seconds, at which bytes are being sent from the SMB File Server related to this share to its clients. This value includes both data bytes and protocol bytes.",SentBytesPersec
survol:SentCompletePacketsPersec,rdf:Property,"Sent Complete Packets/sec is the average rate, in packets per second, at which NDIS received a transmit-complete notification from an interface.",SentCompletePacketsPersec
survol:SentDestinationUnreachable,rdf:Property,Sent Destination Unreachable is the number of ICMP Destination Unreachable messages sent.,SentDestinationUnreachable
survol:SentEchoPersec,rdf:Property,Sent Echo/sec is the rate of ICMP Echo messages sent.,SentEchoPersec
survol:SentEchoReplyPersec,rdf:Property,"Sent Echo Reply/sec is the rate, in incidents per second, at which ICMP Echo Reply messages were sent.",SentEchoReplyPersec
survol:SentMembershipQuery,rdf:Property,Sent Membership Query is the number of packets sent thatquery their membership to a group.,SentMembershipQuery
survol:SentMembershipReduction,rdf:Property,Sent Membership Reduction is the number of packets sent thatcancelled their membership to a group.,SentMembershipReduction
survol:SentMembershipReport,rdf:Property,Sent Membership Report is the number of packets sent thatreport their membership to a group.,SentMembershipReport
survol:SentNeighborAdvert,rdf:Property,Sent Neighbor Advert is the number of packets sent thatadvert a neighbor.,SentNeighborAdvert
survol:SentNeighborSolicit,rdf:Property,Sent Neighbor Solicit is the number of packets sent thatsolicit a neighbor.,SentNeighborSolicit
survol:SentPacketTooBig,rdf:Property,Sent Packet Too Big is the number of sent packets thatare larger than anticipated.,SentPacketTooBig
survol:SentPacketsPersec,rdf:Property,"Sent Packets/sec is the average rate, in packets per second, at which the stack requested a transmit on an interface.",SentPacketsPersec
survol:SentParameterProblem,rdf:Property,Sent Parameter Problem is the number of ICMP Parameter Problem messages sent.,SentParameterProblem
survol:SentRateP0,rdf:Property,Rate in bits per second (bps) at which data is sent with priority 0,SentRateP0
survol:SentRateP1,rdf:Property,Rate in bits per second (bps) at which data is sent with priority 1,SentRateP1
survol:SentRateP2,rdf:Property,Rate in bits per second (bps) at which data is sent with priority 2,SentRateP2
survol:SentRateP3,rdf:Property,Rate in bits per second (bps) at which data is sent with priority 3,SentRateP3
survol:SentRedirectPersec,rdf:Property,"Sent Redirect/sec is the rate, in incidents per second, at which ICMP Redirect messages were sent.",SentRedirectPersec
survol:SentRouterAdvert,rdf:Property,Sent Router Advert is the number of packets sent thatadvert the router.,SentRouterAdvert
survol:SentRouterSolicit,rdf:Property,Sent Router Solicit is the number of packets sent thatsolicit the router.,SentRouterSolicit
survol:SentSourceQuench,rdf:Property,Sent Source Quench is the number of ICMP Source Quench messages sent.,SentSourceQuench
survol:SentTimeExceeded,rdf:Property,Sent Time Exceeded is the number of ICMP Time Exceeded messages sent.,SentTimeExceeded
survol:SentTimestampPersec,rdf:Property,"Sent Timestamp/sec is the rate, in incidents per second, at which ICMP Timestamp Request messages were sent.",SentTimestampPersec
survol:SentTimestampReplyPersec,rdf:Property,"Sent Timestamp Reply/sec is the rate, in incidents per second,  at which ICMP Timestamp Reply messages were sent.",SentTimestampReplyPersec
survol:SentmessagesrateNumberPers,rdf:Property,The number of messages sent per second.,SentmessagesrateNumberPers
survol:SentmessagesratebytesPers,rdf:Property,The number of bytes sent per second.,SentmessagesratebytesPers
survol:SeparatorFile,rdf:Property,The SeparatorFile property specifies the name of the file used to create a separator page. This page is used to separate print jobs sent to the printer.,SeparatorFile
survol:Sequence,rdf:Property,The position of this patch in the sequence of patches on the source media.,Sequence
survol:SequenceContext,rdf:Property,"The sequence context portion of a sequence identifier for the indication. The sequence number portion of the sequence identifier is provided by the SequenceNumber property. The combination of both property values represents the sequence identifier for the indication.
The sequence identifier for the indication enables a CIM listener to identify duplicate indications when the CIM service attempts the delivery retry of indications, to reorder indications that arrive out-of-order, and to detect lost indications.
If a CIM service does not support sequence identifiers for indications, this property shall be NULL.
If a CIM service supports sequence identifiers for indications, this property shall be maintained by the CIM service for each registered listener destination, and its value shall uniquely identify the CIM service and the indication service within the CIM service such that restarts of the CIM service and deregistration of listener destinations to the CIM service cause the value to change, without reusing earlier values for a sufficiently long time.
When retrying the delivery of an indication, this property shall have the same value as in the original delivery.
To guarantee this uniqueness, the property value should be constructed using the following format (defined in ABNF): sequence-context = indication-service-name ""#"" cim-service-start-id ""#"" listener-destination-creation-time
Where: indication-service-name is the value of the Name property of the CIM_IndicationService instance responsible for delivering the indication. cim-service-start-id is an identifier that uniquely identifies the CIM service start, for example via a timestamp of the start time, or via a counter that increases for each start or restart. listener-destination-creation-time is a timestamp of the creation time of the CIM_ListenerDestination instance representing the listener destination.
Since this format is only a recommendation, CIM clients shall treat the value as an opaque identifier for the sequence context and shall not rely on this format.",SequenceContext
survol:SequenceNumber,rdf:Property,"The sequence number portion of a sequence identifier for the indication. The sequence context portion of the sequence identifier is provided by the SequenceContext property. The combination of both property values represents the sequence identifier for the indication.
The sequence identifier for the indication enables a CIM listener to identify duplicate indications when the CIM service attempts the delivery retry of indications, to reorder indications that arrive out-of-order, and to detect lost indications.
If a CIM service does not support sequence identifiers for indications, this property shall be NULL.
If a CIM service supports sequence identifiers for indications, this property shall be maintained by the CIM service for each registered listener destination, and its value shall uniquely identify the indication within the sequence context provided by SequenceContext. It shall start at 0 whenever the sequence context string changes. Otherwise, it shall be increased by 1 for every new indication to that listener destination, and it shall wrap to 0 when the value range is exceeded.
When retrying the delivery of an indication, this property shall have the same value as in the original delivery.",SequenceNumber
survol:SerialNumber,rdf:Property,The SerialNumber property indicates the serial number of the volume. Example: A8C3D032,SerialNumber
survol:SerialOverrunErrors,rdf:Property,The total number of Serial Overrun Errors for this connection.  Serial Overrun Errors occur when the hardware cannot handle the rate at which data is received.,SerialOverrunErrors
survol:ServerAnnounceAllocationsFailedPersec,rdf:Property,Server Announce Allocations Failed/sec is the rate at which server (or domain) announcements have failed due to lack of memory.,ServerAnnounceAllocationsFailedPersec
survol:ServerCommunicationPort,rdf:Property,"The remote computer system's (i.e., the NFS File 'Server's) UDP port number.",ServerCommunicationPort
survol:ServerDisconnects,rdf:Property,Server Disconnects counts the number of times a Server has disconnected your Redirector.  See also Server Reconnects.,ServerDisconnects
survol:ServerListRequestsPersec,rdf:Property,Server List Requests/sec is the rate at which requests to retrieve a list of browser servers have been processed by this workstation.,ServerListRequestsPersec
survol:ServerName,rdf:Property,The ServerName property indicates the cluster server on which the share is hosted ,ServerName
